sample_id,audio_path,original_file,genre,start_sec,shape
661,data\processed\audio\sample_0661.npy,country.00045.wav,country,6.0,"(128, 259)"
662,data\processed\audio\sample_0662.npy,country.00045.wav,country,7.5,"(128, 259)"
663,data\processed\audio\sample_0663.npy,country.00045.wav,country,9.0,"(128, 259)"
664,data\processed\audio\sample_0664.npy,country.00045.wav,country,10.5,"(128, 259)"
665,data\processed\audio\sample_0665.npy,country.00045.wav,country,12.0,"(128, 259)"
666,data\processed\audio\sample_0666.npy,country.00026.wav,country,0.0,"(128, 259)"
667,data\processed\audio\sample_0667.npy,country.00026.wav,country,1.5,"(128, 259)"
668,data\processed\audio\sample_0668.npy,country.00026.wav,country,3.0,"(128, 259)"
669,data\processed\audio\sample_0669.npy,country.00026.wav,country,4.5,"(128, 259)"
670,data\processed\audio\sample_0670.npy,country.00026.wav,country,6.0,"(128, 259)"
671,data\processed\audio\sample_0671.npy,country.00026.wav,country,7.5,"(128, 259)"
672,data\processed\audio\sample_0672.npy,country.00026.wav,country,9.0,"(128, 259)"
673,data\processed\audio\sample_0673.npy,country.00026.wav,country,10.5,"(128, 259)"
674,data\processed\audio\sample_0674.npy,country.00026.wav,country,12.0,"(128, 259)"
675,data\processed\audio\sample_0675.npy,country.00034.wav,country,0.0,"(128, 259)"
676,data\processed\audio\sample_0676.npy,country.00034.wav,country,1.5,"(128, 259)"
677,data\processed\audio\sample_0677.npy,country.00034.wav,country,3.0,"(128, 259)"
678,data\processed\audio\sample_0678.npy,country.00034.wav,country,4.5,"(128, 259)"
679,data\processed\audio\sample_0679.npy,country.00034.wav,country,6.0,"(128, 259)"
680,data\processed\audio\sample_0680.npy,country.00034.wav,country,7.5,"(128, 259)"
681,data\processed\audio\sample_0681.npy,country.00034.wav,country,9.0,"(128, 259)"
682,data\processed\audio\sample_0682.npy,country.00034.wav,country,10.5,"(128, 259)"
683,data\processed\audio\sample_0683.npy,country.00034.wav,country,12.0,"(128, 259)"
684,data\processed\audio\sample_0684.npy,country.00082.wav,country,0.0,"(128, 259)"
685,data\processed\audio\sample_0685.npy,country.00082.wav,country,1.5,"(128, 259)"
686,data\processed\audio\sample_0686.npy,country.00082.wav,country,3.0,"(128, 259)"
687,data\processed\audio\sample_0687.npy,country.00082.wav,country,4.5,"(128, 259)"
688,data\processed\audio\sample_0688.npy,country.00082.wav,country,6.0,"(128, 259)"
689,data\processed\audio\sample_0689.npy,country.00082.wav,country,7.5,"(128, 259)"
690,data\processed\audio\sample_0690.npy,country.00082.wav,country,9.0,"(128, 259)"
691,data\processed\audio\sample_0691.npy,country.00082.wav,country,10.5,"(128, 259)"
692,data\processed\audio\sample_0692.npy,country.00082.wav,country,12.0,"(128, 259)"
693,data\processed\audio\sample_0693.npy,country.00009.wav,country,0.0,"(128, 259)"
694,data\processed\audio\sample_0694.npy,country.00009.wav,country,1.5,"(128, 259)"
695,data\processed\audio\sample_0695.npy,country.00009.wav,country,3.0,"(128, 259)"
696,data\processed\audio\sample_0696.npy,country.00009.wav,country,4.5,"(128, 259)"
697,data\processed\audio\sample_0697.npy,country.00009.wav,country,6.0,"(128, 259)"
698,data\processed\audio\sample_0698.npy,country.00009.wav,country,7.5,"(128, 259)"
699,data\processed\audio\sample_0699.npy,country.00009.wav,country,9.0,"(128, 259)"
700,data\processed\audio\sample_0700.npy,country.00009.wav,country,10.5,"(128, 259)"
701,data\processed\audio\sample_0701.npy,country.00009.wav,country,12.0,"(128, 259)"
702,data\processed\audio\sample_0702.npy,country.00077.wav,country,0.0,"(128, 259)"
703,data\processed\audio\sample_0703.npy,country.00077.wav,country,1.5,"(128, 259)"
704,data\processed\audio\sample_0704.npy,country.00077.wav,country,3.0,"(128, 259)"
705,data\processed\audio\sample_0705.npy,country.00077.wav,country,4.5,"(128, 259)"
706,data\processed\audio\sample_0706.npy,country.00077.wav,country,6.0,"(128, 259)"
707,data\processed\audio\sample_0707.npy,country.00077.wav,country,7.5,"(128, 259)"
708,data\processed\audio\sample_0708.npy,country.00077.wav,country,9.0,"(128, 259)"
709,data\processed\audio\sample_0709.npy,country.00077.wav,country,10.5,"(128, 259)"
710,data\processed\audio\sample_0710.npy,country.00077.wav,country,12.0,"(128, 259)"
711,data\processed\audio\sample_0711.npy,country.00021.wav,country,0.0,"(128, 259)"
712,data\processed\audio\sample_0712.npy,country.00021.wav,country,1.5,"(128, 259)"
713,data\processed\audio\sample_0713.npy,country.00021.wav,country,3.0,"(128, 259)"
714,data\processed\audio\sample_0714.npy,country.00021.wav,country,4.5,"(128, 259)"
715,data\processed\audio\sample_0715.npy,country.00021.wav,country,6.0,"(128, 259)"
716,data\processed\audio\sample_0716.npy,country.00021.wav,country,7.5,"(128, 259)"
717,data\processed\audio\sample_0717.npy,country.00021.wav,country,9.0,"(128, 259)"
718,data\processed\audio\sample_0718.npy,country.00021.wav,country,10.5,"(128, 259)"
719,data\processed\audio\sample_0719.npy,country.00021.wav,country,12.0,"(128, 259)"
720,data\processed\audio\sample_0720.npy,country.00068.wav,country,0.0,"(128, 259)"
721,data\processed\audio\sample_0721.npy,country.00068.wav,country,1.5,"(128, 259)"
722,data\processed\audio\sample_0722.npy,country.00068.wav,country,3.0,"(128, 259)"
723,data\processed\audio\sample_0723.npy,country.00068.wav,country,4.5,"(128, 259)"
724,data\processed\audio\sample_0724.npy,country.00068.wav,country,6.0,"(128, 259)"
725,data\processed\audio\sample_0725.npy,country.00068.wav,country,7.5,"(128, 259)"
726,data\processed\audio\sample_0726.npy,country.00068.wav,country,9.0,"(128, 259)"
727,data\processed\audio\sample_0727.npy,country.00068.wav,country,10.5,"(128, 259)"
728,data\processed\audio\sample_0728.npy,country.00068.wav,country,12.0,"(128, 259)"
729,data\processed\audio\sample_0729.npy,country.00031.wav,country,0.0,"(128, 259)"
730,data\processed\audio\sample_0730.npy,country.00031.wav,country,1.5,"(128, 259)"
731,data\processed\audio\sample_0731.npy,country.00031.wav,country,3.0,"(128, 259)"
732,data\processed\audio\sample_0732.npy,country.00031.wav,country,4.5,"(128, 259)"
733,data\processed\audio\sample_0733.npy,country.00031.wav,country,6.0,"(128, 259)"
734,data\processed\audio\sample_0734.npy,country.00031.wav,country,7.5,"(128, 259)"
735,data\processed\audio\sample_0735.npy,country.00031.wav,country,9.0,"(128, 259)"
736,data\processed\audio\sample_0736.npy,country.00031.wav,country,10.5,"(128, 259)"
737,data\processed\audio\sample_0737.npy,country.00031.wav,country,12.0,"(128, 259)"
738,data\processed\audio\sample_0738.npy,country.00088.wav,country,0.0,"(128, 259)"
739,data\processed\audio\sample_0739.npy,country.00088.wav,country,1.5,"(128, 259)"
740,data\processed\audio\sample_0740.npy,country.00088.wav,country,3.0,"(128, 259)"
741,data\processed\audio\sample_0741.npy,country.00088.wav,country,4.5,"(128, 259)"
742,data\processed\audio\sample_0742.npy,country.00088.wav,country,6.0,"(128, 259)"
743,data\processed\audio\sample_0743.npy,country.00088.wav,country,7.5,"(128, 259)"
744,data\processed\audio\sample_0744.npy,country.00088.wav,country,9.0,"(128, 259)"
745,data\processed\audio\sample_0745.npy,country.00088.wav,country,10.5,"(128, 259)"
746,data\processed\audio\sample_0746.npy,country.00088.wav,country,12.0,"(128, 259)"
747,data\processed\audio\sample_0747.npy,country.00059.wav,country,0.0,"(128, 259)"
748,data\processed\audio\sample_0748.npy,country.00059.wav,country,1.5,"(128, 259)"
749,data\processed\audio\sample_0749.npy,country.00059.wav,country,3.0,"(128, 259)"
750,data\processed\audio\sample_0750.npy,country.00059.wav,country,4.5,"(128, 259)"
751,data\processed\audio\sample_0751.npy,country.00059.wav,country,6.0,"(128, 259)"
752,data\processed\audio\sample_0752.npy,country.00059.wav,country,7.5,"(128, 259)"
753,data\processed\audio\sample_0753.npy,country.00059.wav,country,9.0,"(128, 259)"
754,data\processed\audio\sample_0754.npy,country.00059.wav,country,10.5,"(128, 259)"
755,data\processed\audio\sample_0755.npy,country.00059.wav,country,12.0,"(128, 259)"
756,data\processed\audio\sample_0756.npy,country.00093.wav,country,0.0,"(128, 259)"
757,data\processed\audio\sample_0757.npy,country.00093.wav,country,1.5,"(128, 259)"
758,data\processed\audio\sample_0758.npy,country.00093.wav,country,3.0,"(128, 259)"
759,data\processed\audio\sample_0759.npy,country.00093.wav,country,4.5,"(128, 259)"
760,data\processed\audio\sample_0760.npy,country.00093.wav,country,6.0,"(128, 259)"
761,data\processed\audio\sample_0761.npy,country.00093.wav,country,7.5,"(128, 259)"
762,data\processed\audio\sample_0762.npy,country.00093.wav,country,9.0,"(128, 259)"
763,data\processed\audio\sample_0763.npy,country.00093.wav,country,10.5,"(128, 259)"
764,data\processed\audio\sample_0764.npy,country.00093.wav,country,12.0,"(128, 259)"
765,data\processed\audio\sample_0765.npy,country.00099.wav,country,0.0,"(128, 259)"
766,data\processed\audio\sample_0766.npy,country.00099.wav,country,1.5,"(128, 259)"
767,data\processed\audio\sample_0767.npy,country.00099.wav,country,3.0,"(128, 259)"
768,data\processed\audio\sample_0768.npy,country.00099.wav,country,4.5,"(128, 259)"
769,data\processed\audio\sample_0769.npy,country.00099.wav,country,6.0,"(128, 259)"
770,data\processed\audio\sample_0770.npy,country.00099.wav,country,7.5,"(128, 259)"
771,data\processed\audio\sample_0771.npy,country.00099.wav,country,9.0,"(128, 259)"
772,data\processed\audio\sample_0772.npy,country.00099.wav,country,10.5,"(128, 259)"
773,data\processed\audio\sample_0773.npy,country.00099.wav,country,12.0,"(128, 259)"
774,data\processed\audio\sample_0774.npy,country.00071.wav,country,0.0,"(128, 259)"
775,data\processed\audio\sample_0775.npy,country.00071.wav,country,1.5,"(128, 259)"
776,data\processed\audio\sample_0776.npy,country.00071.wav,country,3.0,"(128, 259)"
777,data\processed\audio\sample_0777.npy,country.00071.wav,country,4.5,"(128, 259)"
778,data\processed\audio\sample_0778.npy,country.00071.wav,country,6.0,"(128, 259)"
779,data\processed\audio\sample_0779.npy,country.00071.wav,country,7.5,"(128, 259)"
780,data\processed\audio\sample_0780.npy,country.00071.wav,country,9.0,"(128, 259)"
781,data\processed\audio\sample_0781.npy,country.00071.wav,country,10.5,"(128, 259)"
782,data\processed\audio\sample_0782.npy,country.00071.wav,country,12.0,"(128, 259)"
783,data\processed\audio\sample_0783.npy,country.00028.wav,country,0.0,"(128, 259)"
784,data\processed\audio\sample_0784.npy,country.00028.wav,country,1.5,"(128, 259)"
785,data\processed\audio\sample_0785.npy,country.00028.wav,country,3.0,"(128, 259)"
786,data\processed\audio\sample_0786.npy,country.00028.wav,country,4.5,"(128, 259)"
787,data\processed\audio\sample_0787.npy,country.00028.wav,country,6.0,"(128, 259)"
788,data\processed\audio\sample_0788.npy,country.00028.wav,country,7.5,"(128, 259)"
789,data\processed\audio\sample_0789.npy,country.00028.wav,country,9.0,"(128, 259)"
790,data\processed\audio\sample_0790.npy,country.00028.wav,country,10.5,"(128, 259)"
791,data\processed\audio\sample_0791.npy,country.00028.wav,country,12.0,"(128, 259)"
792,data\processed\audio\sample_0792.npy,country.00041.wav,country,0.0,"(128, 259)"
793,data\processed\audio\sample_0793.npy,country.00041.wav,country,1.5,"(128, 259)"
794,data\processed\audio\sample_0794.npy,country.00041.wav,country,3.0,"(128, 259)"
795,data\processed\audio\sample_0795.npy,country.00041.wav,country,4.5,"(128, 259)"
796,data\processed\audio\sample_0796.npy,country.00041.wav,country,6.0,"(128, 259)"
797,data\processed\audio\sample_0797.npy,country.00041.wav,country,7.5,"(128, 259)"
798,data\processed\audio\sample_0798.npy,country.00041.wav,country,9.0,"(128, 259)"
799,data\processed\audio\sample_0799.npy,country.00041.wav,country,10.5,"(128, 259)"
800,data\processed\audio\sample_0800.npy,country.00041.wav,country,12.0,"(128, 259)"
801,data\processed\audio\sample_0801.npy,country.00007.wav,country,0.0,"(128, 259)"
802,data\processed\audio\sample_0802.npy,country.00007.wav,country,1.5,"(128, 259)"
803,data\processed\audio\sample_0803.npy,country.00007.wav,country,3.0,"(128, 259)"
804,data\processed\audio\sample_0804.npy,country.00007.wav,country,4.5,"(128, 259)"
805,data\processed\audio\sample_0805.npy,country.00007.wav,country,6.0,"(128, 259)"
806,data\processed\audio\sample_0806.npy,country.00007.wav,country,7.5,"(128, 259)"
807,data\processed\audio\sample_0807.npy,country.00007.wav,country,9.0,"(128, 259)"
808,data\processed\audio\sample_0808.npy,country.00007.wav,country,10.5,"(128, 259)"
809,data\processed\audio\sample_0809.npy,disco.00029.wav,disco,0.0,"(128, 259)"
810,data\processed\audio\sample_0810.npy,disco.00029.wav,disco,1.5,"(128, 259)"
811,data\processed\audio\sample_0811.npy,disco.00029.wav,disco,3.0,"(128, 259)"
812,data\processed\audio\sample_0812.npy,disco.00029.wav,disco,4.5,"(128, 259)"
813,data\processed\audio\sample_0813.npy,disco.00029.wav,disco,6.0,"(128, 259)"
814,data\processed\audio\sample_0814.npy,disco.00029.wav,disco,7.5,"(128, 259)"
815,data\processed\audio\sample_0815.npy,disco.00029.wav,disco,9.0,"(128, 259)"
816,data\processed\audio\sample_0816.npy,disco.00029.wav,disco,10.5,"(128, 259)"
817,data\processed\audio\sample_0817.npy,disco.00029.wav,disco,12.0,"(128, 259)"
818,data\processed\audio\sample_0818.npy,disco.00004.wav,disco,0.0,"(128, 259)"
819,data\processed\audio\sample_0819.npy,disco.00004.wav,disco,1.5,"(128, 259)"
820,data\processed\audio\sample_0820.npy,disco.00004.wav,disco,3.0,"(128, 259)"
821,data\processed\audio\sample_0821.npy,disco.00004.wav,disco,4.5,"(128, 259)"
822,data\processed\audio\sample_0822.npy,disco.00004.wav,disco,6.0,"(128, 259)"
823,data\processed\audio\sample_0823.npy,disco.00004.wav,disco,7.5,"(128, 259)"
824,data\processed\audio\sample_0824.npy,disco.00004.wav,disco,9.0,"(128, 259)"
825,data\processed\audio\sample_0825.npy,disco.00004.wav,disco,10.5,"(128, 259)"
826,data\processed\audio\sample_0826.npy,disco.00004.wav,disco,12.0,"(128, 259)"
827,data\processed\audio\sample_0827.npy,disco.00040.wav,disco,0.0,"(128, 259)"
828,data\processed\audio\sample_0828.npy,disco.00040.wav,disco,1.5,"(128, 259)"
829,data\processed\audio\sample_0829.npy,disco.00040.wav,disco,3.0,"(128, 259)"
830,data\processed\audio\sample_0830.npy,disco.00040.wav,disco,4.5,"(128, 259)"
831,data\processed\audio\sample_0831.npy,disco.00040.wav,disco,6.0,"(128, 259)"
832,data\processed\audio\sample_0832.npy,disco.00040.wav,disco,7.5,"(128, 259)"
833,data\processed\audio\sample_0833.npy,disco.00040.wav,disco,9.0,"(128, 259)"
834,data\processed\audio\sample_0834.npy,disco.00040.wav,disco,10.5,"(128, 259)"
835,data\processed\audio\sample_0835.npy,disco.00040.wav,disco,12.0,"(128, 259)"
836,data\processed\audio\sample_0836.npy,disco.00051.wav,disco,0.0,"(128, 259)"
837,data\processed\audio\sample_0837.npy,disco.00051.wav,disco,1.5,"(128, 259)"
838,data\processed\audio\sample_0838.npy,disco.00051.wav,disco,3.0,"(128, 259)"
839,data\processed\audio\sample_0839.npy,disco.00051.wav,disco,4.5,"(128, 259)"
840,data\processed\audio\sample_0840.npy,disco.00051.wav,disco,6.0,"(128, 259)"
841,data\processed\audio\sample_0841.npy,disco.00051.wav,disco,7.5,"(128, 259)"
842,data\processed\audio\sample_0842.npy,disco.00051.wav,disco,9.0,"(128, 259)"
843,data\processed\audio\sample_0843.npy,disco.00051.wav,disco,10.5,"(128, 259)"
844,data\processed\audio\sample_0844.npy,disco.00051.wav,disco,12.0,"(128, 259)"
845,data\processed\audio\sample_0845.npy,disco.00034.wav,disco,0.0,"(128, 259)"
846,data\processed\audio\sample_0846.npy,disco.00034.wav,disco,1.5,"(128, 259)"
847,data\processed\audio\sample_0847.npy,disco.00034.wav,disco,3.0,"(128, 259)"
848,data\processed\audio\sample_0848.npy,disco.00034.wav,disco,4.5,"(128, 259)"
849,data\processed\audio\sample_0849.npy,disco.00034.wav,disco,6.0,"(128, 259)"
850,data\processed\audio\sample_0850.npy,disco.00034.wav,disco,7.5,"(128, 259)"
851,data\processed\audio\sample_0851.npy,disco.00034.wav,disco,9.0,"(128, 259)"
852,data\processed\audio\sample_0852.npy,disco.00034.wav,disco,10.5,"(128, 259)"
853,data\processed\audio\sample_0853.npy,disco.00034.wav,disco,12.0,"(128, 259)"
854,data\processed\audio\sample_0854.npy,disco.00008.wav,disco,0.0,"(128, 259)"
855,data\processed\audio\sample_0855.npy,disco.00008.wav,disco,1.5,"(128, 259)"
856,data\processed\audio\sample_0856.npy,disco.00008.wav,disco,3.0,"(128, 259)"
857,data\processed\audio\sample_0857.npy,disco.00008.wav,disco,4.5,"(128, 259)"
858,data\processed\audio\sample_0858.npy,disco.00008.wav,disco,6.0,"(128, 259)"
859,data\processed\audio\sample_0859.npy,disco.00008.wav,disco,7.5,"(128, 259)"
860,data\processed\audio\sample_0860.npy,disco.00008.wav,disco,9.0,"(128, 259)"
861,data\processed\audio\sample_0861.npy,disco.00008.wav,disco,10.5,"(128, 259)"
862,data\processed\audio\sample_0862.npy,disco.00008.wav,disco,12.0,"(128, 259)"
863,data\processed\audio\sample_0863.npy,disco.00027.wav,disco,0.0,"(128, 259)"
864,data\processed\audio\sample_0864.npy,disco.00027.wav,disco,1.5,"(128, 259)"
865,data\processed\audio\sample_0865.npy,disco.00027.wav,disco,3.0,"(128, 259)"
866,data\processed\audio\sample_0866.npy,disco.00027.wav,disco,4.5,"(128, 259)"
867,data\processed\audio\sample_0867.npy,disco.00027.wav,disco,6.0,"(128, 259)"
868,data\processed\audio\sample_0868.npy,disco.00027.wav,disco,7.5,"(128, 259)"
869,data\processed\audio\sample_0869.npy,disco.00027.wav,disco,9.0,"(128, 259)"
870,data\processed\audio\sample_0870.npy,disco.00027.wav,disco,10.5,"(128, 259)"
871,data\processed\audio\sample_0871.npy,disco.00027.wav,disco,12.0,"(128, 259)"
872,data\processed\audio\sample_0872.npy,disco.00072.wav,disco,0.0,"(128, 259)"
873,data\processed\audio\sample_0873.npy,disco.00072.wav,disco,1.5,"(128, 259)"
874,data\processed\audio\sample_0874.npy,disco.00072.wav,disco,3.0,"(128, 259)"
875,data\processed\audio\sample_0875.npy,disco.00072.wav,disco,4.5,"(128, 259)"
876,data\processed\audio\sample_0876.npy,disco.00072.wav,disco,6.0,"(128, 259)"
877,data\processed\audio\sample_0877.npy,disco.00072.wav,disco,7.5,"(128, 259)"
878,data\processed\audio\sample_0878.npy,disco.00072.wav,disco,9.0,"(128, 259)"
879,data\processed\audio\sample_0879.npy,disco.00072.wav,disco,10.5,"(128, 259)"
880,data\processed\audio\sample_0880.npy,disco.00072.wav,disco,12.0,"(128, 259)"
881,data\processed\audio\sample_0881.npy,disco.00091.wav,disco,0.0,"(128, 259)"
882,data\processed\audio\sample_0882.npy,disco.00091.wav,disco,1.5,"(128, 259)"
883,data\processed\audio\sample_0883.npy,disco.00091.wav,disco,3.0,"(128, 259)"
884,data\processed\audio\sample_0884.npy,disco.00091.wav,disco,4.5,"(128, 259)"
885,data\processed\audio\sample_0885.npy,disco.00091.wav,disco,6.0,"(128, 259)"
886,data\processed\audio\sample_0886.npy,disco.00091.wav,disco,7.5,"(128, 259)"
887,data\processed\audio\sample_0887.npy,disco.00091.wav,disco,9.0,"(128, 259)"
888,data\processed\audio\sample_0888.npy,disco.00091.wav,disco,10.5,"(128, 259)"
889,data\processed\audio\sample_0889.npy,disco.00091.wav,disco,12.0,"(128, 259)"
890,data\processed\audio\sample_0890.npy,disco.00097.wav,disco,0.0,"(128, 259)"
891,data\processed\audio\sample_0891.npy,disco.00097.wav,disco,1.5,"(128, 259)"
892,data\processed\audio\sample_0892.npy,disco.00097.wav,disco,3.0,"(128, 259)"
893,data\processed\audio\sample_0893.npy,disco.00097.wav,disco,4.5,"(128, 259)"
894,data\processed\audio\sample_0894.npy,disco.00097.wav,disco,6.0,"(128, 259)"
895,data\processed\audio\sample_0895.npy,disco.00097.wav,disco,7.5,"(128, 259)"
896,data\processed\audio\sample_0896.npy,disco.00097.wav,disco,9.0,"(128, 259)"
897,data\processed\audio\sample_0897.npy,disco.00097.wav,disco,10.5,"(128, 259)"
898,data\processed\audio\sample_0898.npy,disco.00097.wav,disco,12.0,"(128, 259)"
899,data\processed\audio\sample_0899.npy,disco.00093.wav,disco,0.0,"(128, 259)"
900,data\processed\audio\sample_0900.npy,disco.00093.wav,disco,1.5,"(128, 259)"
901,data\processed\audio\sample_0901.npy,disco.00093.wav,disco,3.0,"(128, 259)"
902,data\processed\audio\sample_0902.npy,disco.00093.wav,disco,4.5,"(128, 259)"
903,data\processed\audio\sample_0903.npy,disco.00093.wav,disco,6.0,"(128, 259)"
904,data\processed\audio\sample_0904.npy,disco.00093.wav,disco,7.5,"(128, 259)"
905,data\processed\audio\sample_0905.npy,disco.00093.wav,disco,9.0,"(128, 259)"
906,data\processed\audio\sample_0906.npy,disco.00093.wav,disco,10.5,"(128, 259)"
907,data\processed\audio\sample_0907.npy,disco.00093.wav,disco,12.0,"(128, 259)"
908,data\processed\audio\sample_0908.npy,disco.00083.wav,disco,0.0,"(128, 259)"
909,data\processed\audio\sample_0909.npy,disco.00083.wav,disco,1.5,"(128, 259)"
910,data\processed\audio\sample_0910.npy,disco.00083.wav,disco,3.0,"(128, 259)"
911,data\processed\audio\sample_0911.npy,disco.00083.wav,disco,4.5,"(128, 259)"
912,data\processed\audio\sample_0912.npy,disco.00083.wav,disco,6.0,"(128, 259)"
913,data\processed\audio\sample_0913.npy,disco.00083.wav,disco,7.5,"(128, 259)"
914,data\processed\audio\sample_0914.npy,disco.00083.wav,disco,9.0,"(128, 259)"
915,data\processed\audio\sample_0915.npy,disco.00083.wav,disco,10.5,"(128, 259)"
916,data\processed\audio\sample_0916.npy,disco.00083.wav,disco,12.0,"(128, 259)"
917,data\processed\audio\sample_0917.npy,disco.00063.wav,disco,0.0,"(128, 259)"
918,data\processed\audio\sample_0918.npy,disco.00063.wav,disco,1.5,"(128, 259)"
919,data\processed\audio\sample_0919.npy,disco.00063.wav,disco,3.0,"(128, 259)"
920,data\processed\audio\sample_0920.npy,disco.00063.wav,disco,4.5,"(128, 259)"
921,data\processed\audio\sample_0921.npy,disco.00063.wav,disco,6.0,"(128, 259)"
922,data\processed\audio\sample_0922.npy,disco.00063.wav,disco,7.5,"(128, 259)"
923,data\processed\audio\sample_0923.npy,disco.00063.wav,disco,9.0,"(128, 259)"
924,data\processed\audio\sample_0924.npy,disco.00063.wav,disco,10.5,"(128, 259)"
925,data\processed\audio\sample_0925.npy,disco.00063.wav,disco,12.0,"(128, 259)"
926,data\processed\audio\sample_0926.npy,disco.00050.wav,disco,0.0,"(128, 259)"
927,data\processed\audio\sample_0927.npy,disco.00050.wav,disco,1.5,"(128, 259)"
928,data\processed\audio\sample_0928.npy,disco.00050.wav,disco,3.0,"(128, 259)"
929,data\processed\audio\sample_0929.npy,disco.00050.wav,disco,4.5,"(128, 259)"
930,data\processed\audio\sample_0930.npy,disco.00050.wav,disco,6.0,"(128, 259)"
931,data\processed\audio\sample_0931.npy,disco.00050.wav,disco,7.5,"(128, 259)"
932,data\processed\audio\sample_0932.npy,disco.00050.wav,disco,9.0,"(128, 259)"
933,data\processed\audio\sample_0933.npy,disco.00050.wav,disco,10.5,"(128, 259)"
934,data\processed\audio\sample_0934.npy,disco.00050.wav,disco,12.0,"(128, 259)"
935,data\processed\audio\sample_0935.npy,disco.00082.wav,disco,0.0,"(128, 259)"
936,data\processed\audio\sample_0936.npy,disco.00082.wav,disco,1.5,"(128, 259)"
937,data\processed\audio\sample_0937.npy,disco.00082.wav,disco,3.0,"(128, 259)"
938,data\processed\audio\sample_0938.npy,disco.00082.wav,disco,4.5,"(128, 259)"
939,data\processed\audio\sample_0939.npy,disco.00082.wav,disco,6.0,"(128, 259)"
940,data\processed\audio\sample_0940.npy,disco.00082.wav,disco,7.5,"(128, 259)"
941,data\processed\audio\sample_0941.npy,disco.00082.wav,disco,9.0,"(128, 259)"
942,data\processed\audio\sample_0942.npy,disco.00082.wav,disco,10.5,"(128, 259)"
943,data\processed\audio\sample_0943.npy,disco.00082.wav,disco,12.0,"(128, 259)"
944,data\processed\audio\sample_0944.npy,disco.00058.wav,disco,0.0,"(128, 259)"
945,data\processed\audio\sample_0945.npy,disco.00058.wav,disco,1.5,"(128, 259)"
946,data\processed\audio\sample_0946.npy,disco.00058.wav,disco,3.0,"(128, 259)"
947,data\processed\audio\sample_0947.npy,disco.00058.wav,disco,4.5,"(128, 259)"
948,data\processed\audio\sample_0948.npy,disco.00058.wav,disco,6.0,"(128, 259)"
949,data\processed\audio\sample_0949.npy,disco.00058.wav,disco,7.5,"(128, 259)"
950,data\processed\audio\sample_0950.npy,disco.00058.wav,disco,9.0,"(128, 259)"
951,data\processed\audio\sample_0951.npy,disco.00058.wav,disco,10.5,"(128, 259)"
952,data\processed\audio\sample_0952.npy,disco.00058.wav,disco,12.0,"(128, 259)"
953,data\processed\audio\sample_0953.npy,disco.00018.wav,disco,0.0,"(128, 259)"
954,data\processed\audio\sample_0954.npy,disco.00018.wav,disco,1.5,"(128, 259)"
955,data\processed\audio\sample_0955.npy,disco.00018.wav,disco,3.0,"(128, 259)"
956,data\processed\audio\sample_0956.npy,disco.00018.wav,disco,4.5,"(128, 259)"
957,data\processed\audio\sample_0957.npy,disco.00018.wav,disco,6.0,"(128, 259)"
958,data\processed\audio\sample_0958.npy,disco.00018.wav,disco,7.5,"(128, 259)"
959,data\processed\audio\sample_0959.npy,disco.00018.wav,disco,9.0,"(128, 259)"
960,data\processed\audio\sample_0960.npy,disco.00018.wav,disco,10.5,"(128, 259)"
961,data\processed\audio\sample_0961.npy,disco.00018.wav,disco,12.0,"(128, 259)"
962,data\processed\audio\sample_0962.npy,disco.00033.wav,disco,0.0,"(128, 259)"
963,data\processed\audio\sample_0963.npy,disco.00033.wav,disco,1.5,"(128, 259)"
964,data\processed\audio\sample_0964.npy,disco.00033.wav,disco,3.0,"(128, 259)"
965,data\processed\audio\sample_0965.npy,disco.00033.wav,disco,4.5,"(128, 259)"
966,data\processed\audio\sample_0966.npy,disco.00033.wav,disco,6.0,"(128, 259)"
967,data\processed\audio\sample_0967.npy,disco.00033.wav,disco,7.5,"(128, 259)"
968,data\processed\audio\sample_0968.npy,disco.00033.wav,disco,9.0,"(128, 259)"
969,data\processed\audio\sample_0969.npy,disco.00033.wav,disco,10.5,"(128, 259)"
970,data\processed\audio\sample_0970.npy,disco.00033.wav,disco,12.0,"(128, 259)"
971,data\processed\audio\sample_0971.npy,disco.00017.wav,disco,0.0,"(128, 259)"
972,data\processed\audio\sample_0972.npy,disco.00017.wav,disco,1.5,"(128, 259)"
973,data\processed\audio\sample_0973.npy,disco.00017.wav,disco,3.0,"(128, 259)"
974,data\processed\audio\sample_0974.npy,disco.00017.wav,disco,4.5,"(128, 259)"
975,data\processed\audio\sample_0975.npy,disco.00017.wav,disco,6.0,"(128, 259)"
976,data\processed\audio\sample_0976.npy,disco.00017.wav,disco,7.5,"(128, 259)"
977,data\processed\audio\sample_0977.npy,disco.00017.wav,disco,9.0,"(128, 259)"
978,data\processed\audio\sample_0978.npy,disco.00017.wav,disco,10.5,"(128, 259)"
979,data\processed\audio\sample_0979.npy,disco.00017.wav,disco,12.0,"(128, 259)"
980,data\processed\audio\sample_0980.npy,disco.00031.wav,disco,0.0,"(128, 259)"
981,data\processed\audio\sample_0981.npy,disco.00031.wav,disco,1.5,"(128, 259)"
982,data\processed\audio\sample_0982.npy,disco.00031.wav,disco,3.0,"(128, 259)"
983,data\processed\audio\sample_0983.npy,disco.00031.wav,disco,4.5,"(128, 259)"
984,data\processed\audio\sample_0984.npy,disco.00031.wav,disco,6.0,"(128, 259)"
